"","V1","V2"
"2185","Onsite restaurant u2014 Broome Cafu00e9","1"
"2186","Cookedtoorder breakfast available u2014 15 per person per day","3"
"2187","Supmia linens","1"
"2188","Selfparking u2014 40stay","1"
"2189","Onsite bar u2014 Gleasons Tavern","1"
"2190","Onsite restaurant u2014 Gleasons Tavern","1"
"2191","Gilchrist  Soames toiletries","1"
"2192","Eurogas  stainless steel electric stove","1"
"2193","Miele x 3 oven","1"
"2194","Miele induction stove","1"
"2195","NEFF stainless steel oven","1"
"2196","Selfparking u2014 u20ac34stay","1"
"2197","Codage toiletries","1"
"2198","Continental breakfast available u2014 u20ac14 per person per day","1"
"2199","Continental breakfast available u2014 u20ac8 per person per day","1"
"2200","Onsite bar u2014 Nicolo","1"
"2201","Fragonard toiletries","1"
"2202","House bikes","10"
"2203","AEG electric stove","1"
"2204","Brastemp Frostfree 480 l com bebedouro na porta refrigerator","1"
"2205","Eletrolux au00e7o 5 bocas stainless steel gas stove","1"
"2206","ChiQ refrigerator","1"
"2207","Fisher  Paykel induction stove","1"
"2208","Fisher  Paykel stainless steel oven","5"
"2209","Vegan high end brand body soap","1"
"2210","Vegan high end brand shampoo","1"
"2211","Vegan high end brand conditioner","1"
"2212","Selfparking u2014 45stay","1"
"2213","Onsite restaurant u2014 Chiquette","1"
"2214","Le Cinq Codet toiletries","1"
"2215","Breakfast buffet available u2014 u20ac35 per person per day","1"
"2216","Valet parking u2014 u20ac40day","1"
"2217","Breakfast buffet available u2014 u20ac17 per person per day","1"
"2218","Selfparking u2014 u20ac25day","1"
"2219","Breakfast buffet available for a fee","2"
"2220","Complimentary continental breakfast","11"
"2221","Selfparking u2014 u20ac40stay","1"
"2222","Complimentary breakfast buffet","6"
"2223","Selfparking u2014 50stay","1"
"2224","Onsite rooftop bar u2014 Last Light","1"
"2225","Onsite restaurant u2014 Trademark Taste","1"
"2226","Onsite bar u2014 Trademark Taste","1"
"2227","ReVolve toiletries","1"
"2228","Onsite restaurant u2014 Churrascaria Plataforma","1"
"2229","Selfparking u2014 51day","1"
"2230","Toshiba refrigerator","1"
"2231","Fraga gas stove","1"
"2232","Rooftop pool u2014 outdoor","2"
"2233","Continental breakfast available u2014 u0e3f270 per person per day","1"
"2234","Onsite restaurant u2014 Restaurant","1"
"2235","Complimentary cookedtoorder breakfast","1"
"2236","Onsite restaurant u2014 Grab  Go","1"
"2237","Breakfast available u2014 u20ac10 per person per day","1"
"2238","Breakfast buffet available u2014 u20ac30 per person per day","2"
"2239","Valet parking u2014 u20ac45day","1"
"2240","Onsite restaurant u2014 Bel Ami Cafu00e9","1"
"2241","Onsite bar u2014 Bel Ami Bar","1"
"2242","Selfparking u2014 u20ac27day","1"
"2243","Onsite bar u2014 SBar","1"
"2244","Onsite restaurant u2014 de Sers Restaurant","1"
"2245","Valet parking u2014 u20ac50day","1"
"2246","Onsite restaurant u2014 La Cuisine de lu2019E7","1"
"2247","Onsite bar u2014 E7 Bar","1"
"2248","The White Company toiletries","1"
"2249","Valet parking available for a fee","2"
"2250","Onsite bar u2014 Les Dames","1"
"2251","Produits Carthusia toiletries","1"
"2252","Onsite bar u2014 Lespace Club OKKO HOTELS","2"
"2253","Prescription Lab toiletries","1"
"2254","Onsite restaurant u2014 Lespace Club OKKO HOTELS","2"
"2255","Nuxe toiletries","1"
"2256","Valet parking u2014 90day","1"
"2257","Onsite bar u2014 Restaurant Cantina","1"
"2258","Onsite restaurant u2014 Restaurant Cantina","1"
"2259","Self parking for a fee","1"
"2260","Continental breakfast available u2014 R32 per person per day","1"
"2261","Valet parking u2014 R25day","1"
"2262","Selfparking u2014 R25day","1"
"2263","Rooftop pool with poolside bar u2014 outdoor seasonal","1"
"2264","Onsite restaurant u2014 Niwa Bistro Cafe","1"
"2265","Onsite bar u2014 Niwa Bistro Cafe","1"
"2266","19","1"
"2267","Continental breakfast available u2014 u20ac9 per person per day","1"
"2268","Roberto Naldi Collection toiletries","1"
"2269","Selfparking u2014 u20ac25stay","1"
"2270","Onsite restaurant u2014 Sapori Dal Mondo Restaurant","1"
"2271","Saltwater pool with poolside bar u2014 indoor and outdoor","1"
"2272","Selfparking u2014 u20ac35stay","1"
"2273","Walkin pantry","1"
"2274","Dance floor","1"
"2275","Nightclub","1"
"2276","Water Filtration System","1"
"2277","Kayaks","1"
"2278","GAS COOK TOP ONLY NO OVEN gas stove","1"
"2279","Paid street parking off premises u2013 AUD4 per hour","2"
"2280","72","1"
"2281","Vulcan stove","1"
"2282","HDTV with Roku standard cable Apple TV Amazon Prime Video Netflix","1"
"2283","Dedicated workspace monitor desk table and office chair","1"
"2284","Sonons sound system","1"
"2285","Vulcan oven","1"
"2286","Paid valet parking on premises u2013 66 per day","1"
"2287","Mini stove with 2 hotplates and oven oven","1"
"2288","Mini Stove with 2 hot plates and small oven electric stove","1"
"2289","BOSE SOUNDBAR  Bluetooth sound system","1"
"2290","nu00edvea  body soap","1"
"2291","Viking gas stove","1"
"2292","JBL Surround Sound Bluetooth sound system","1"
"2293","organic paraben free  body soap","1"
"2294","TV with standard cable Apple TV","1"
"2295","alexa sound system","1"
"2296","Bosch oven and gas hob stainless steel oven","1"
"2297","2 caixas sony Bluetooth sound system","1"
"2298","Samsung doubledoor with freezer refrigerator","1"
"2299","dove shampoo","1"
"2300","Acca Kappa conditioner","1"
"2301","Acca Kappa body soap","1"
"2302","Acca Kappa shampoo","1"
"2303","HDTV with Apple TV premium cable","1"
"2304","LUX  PALMOLIVE OU EQUIVALENTE  body soap","1"
"2305","Private indoor lap pool","1"
"2306","Paid parking lot off premises u2013 TRY25 per day","2"
"2307","Paid parking garage on premises u2013 4 spaces","1"
"2308","Sony refrigerator","1"
"2309","Standard electric stove","1"
"2310","Bvlgari conditioner","1"
"2311","Bvlgari shampoo","1"
"2312","Bvlgari body soap","1"
"2313","Gliss shampoo","1"
"2314","Bee Beauty body soap","1"
"2315","loreal shampoo","1"
"2316","Mitsubishi refrigerator","1"
"2317","Paid parking lot on premises u2013 ZAR80 per day","1"
"2318","Evyap conditioner","2"
"2319","Top plate induction induction stove","1"
"2320","Different body soap","1"
"2321","Damana body soap","1"
"2322","Dedicated workspace monitor office chair table and desk","1"
"2323","Works well electric stove","1"
"2324","Woolworths  body soap","1"
"2325","Paid parking garage on premises u2013 15 per day 2 spaces","1"
"2326","atlantic refrigerator","1"
"2327","Palmolive  body soap","1"
"2328","Loccitaine conditioner","1"
"2329","ELETROLUX refrigerator","2"
"2330","ELETROLUX stainless steel gas stove","1"
"2331","Double fridge refrigerator","1"
"2332","Smeg Electric stainless steel oven","1"
"2333","microdalga  oven","1"
"2334","harman carbon  sound system","1"
"2335","naturals  shampoo","1"
"2336","Falcon gas stove","1"
"2337","Denon Amplifier sound system with Bluetooth and aux","1"
"2338","Falcon farm style electric oven oven","1"
"2339","Petit Marseillais body soap","2"
"2340","Sonos sound system with aux","2"
"2341","Sound Bar Bluetooth sound system","1"
"2342","Wifi u2013 44 Mbps","1"
"2343","Country Life body soap","1"
"2344","Sukin Shampoo shampoo","1"
"2345","Thank You body soap","3"
"2346","Sukin Conditioner conditioner","1"
"2347","forninho elu00e9trico oven","1"
"2348","BOSCH stainless steel gas stove","1"
"2349","bose sound system","2"
"2350","fisherparker refrigerator","1"
"2351","Large SMEG stove with both electric and gas plates  wide grill plate attatchment stainless steel gas stove","1"
"2352","Samsung with water tap unit outside refrigerator","1"
"2353","SMEG gas oven  stainless steel oven","1"
"2354","68","2"
"2355","Bosh oven","1"
"2356","BLENDAKS body soap","1"
"2357","VESTEL stainless steel oven","1"
"2358","bluetooth Bluetooth sound system","1"
"2359","LG sound system","1"
"2360","Electrolux gas stove","1"
"2361","Wolf stainless steel oven","1"
"2362","Wolf stainless steel gas stove","2"
"2363","Alexa Echo Dot sound system","1"
"2364","HDTV with Chromecast premium cable Netflix","1"
"2365","Dove Lux body soap","1"
"2366","Game console Nintendo Wii and PS4","1"
"2367","Natural Living body soap","1"
"2368","Natural Living shampoo","1"
"2369","Natural Living conditioner","1"
"2370","luxury body soap","1"
"2371","Electric  stainless steel oven","1"
"2372","5 Plate gas hob  stainless steel gas stove","1"
"2373","Samsung electric stove","1"
"2374","Fender Bluetooth sound system","1"
"2375","Ar condicionado de janela em todos os quartos conditioner","1"
"2376","Hi Sense refrigerator","1"
"2377","Two Burner Induction stovetop  We provide pots  pans induction stove","1"
"2378","Large Toaster Oven oven","3"
"2379","Tres Somme conditioner","2"
"2380","2 burner induction cooktop  We provide pots and pans induction stove","1"
"2381","Tres Somme shampoo","2"
"2382","Two Burner Induction Cooktop  We provide pots  pans induction stove","1"
"2383","GE  electric stove","1"
"2384"," THERE IS A CELLING FAN AN A PORTABLE AC IN THE BEDROOM conditioner","1"
"2385","Convection Oven stainless steel oven","1"
"2386","Anker  Bluetooth sound system","1"
"2387","bio shampoo","1"
"2388","bio body soap","2"
"2389","bio conditioner","1"
"2390","Bose Surround Speaker System in All Rooms sound system with Bluetooth and aux","1"
"2391","Amenities body soap","1"
"2392","Paid parking garage on premises u2013 BRL50 per day 1 space","1"
"2393","solo su richiesta shampoo","1"
"2394","LG Touch refrigerator","1"
"2395","Micro System Philips 300w Rms sound system with aux","1"
"2396","Bosch  stainless steel oven","1"
"2397","Molten Brown body soap","1"
"2398","Clothing storage walkin closet wardrobe closet and dresser","2"
"2399","Wifi u2013 39 Mbps","1"
"2400","BRANDT refrigerator","1"
"2401","127","1"
"2402","ELECTROLUX stainless steel oven","1"
"2403","Wifi u2013 6 Mbps","1"
"2404","Evyap body soap","1"
"2405","Esmaltec gas stove","1"
"2406","UPNP  Air sound system with aux","1"
"2407","Libherr refrigerator","1"
"2408","MIELE stove","1"
"2409","Weleda body soap","1"
"2410","Renu00e9 Furterer shampoo","1"
"2411","Creative Bluetooth sound system","1"
"2412","Desk","1"
"2413","Shower bathtub combo","1"
"2414","Indesit stainless steel gas stove","1"
"2415","Paid parking garage on premises u2013 10 per day 1 space","1"
"2416","2 stove tops mini  not a full stoveoven Suitable for small meals electric stove","1"
"2417","DeLonghi induction stove","1"
"2418","DeLonghi stainless steel oven","1"
"2419","Westinghouse  refrigerator","1"
"2420","Fisher  Paykel stainless steel induction stove","1"
"2421","Wifi u2013 47 Mbps","1"
"2422","Cooktop 2 bocas gas stove","1"
"2423","Davell stainless steel gas stove","1"
"2424","Davell stainless steel oven","1"
"2425","Barazza stainless steel oven","1"
"2426","Beko stainless steel oven","1"
"2427","Beko induction stove","1"
"2428","DeLonghi stainless steel gas stove","1"
"2429","Ikea stainless steel electric stove","1"
"2430","Ikea stainless steel oven","1"
"2431","logitech Bluetooth sound system","1"
"2432","Magic Chef refrigerator","1"
"2433","Pequeno no Frigobar refrigerator","1"
"2434","Paid parking garage off premises u2013 EUR10 per hour","1"
"2435","cooktop 4 bocas stainless steel gas stove","1"
"2436","CONSUL  360 LITROS refrigerator","1"
"2437","Clothing storage walkin closet wardrobe dresser and closet","2"
"2438","Brastemp Duplex refrigerator","1"
"2439","BRASTEMP stainless steel oven","1"
"2440","Hisence refrigerator","1"
"2441","Biodegradable ShampooConditioner Aloe Vera  Cucumber conditioner","1"
"2442","Biodegradable Aloe Vera  Cucumber  body soap","1"
"2443","Aru00e7elu0131c refrigerator","1"
"2444","Officine del Mugello (vegan ok) body soap","1"
"2445","Officine del Mugello (vegan ok) shampoo","1"
"2446","HDTV with Chromecast standard cable","2"
"2447","Le Petit Marseillais body soap","4"
"2448","Combinu00e9 four et microondes Whirlpool oven","1"
"2449","Paid parking off premises u2013 EUR5 per day","3"
"2450","Paid parking garage on premises u2013 EUR8 per day 100 spaces","1"
"2451","Fridgedaire refrigerator","1"
"2452","Fridgedaire oven","1"
"2453","Aesop Dr Bronners body soap","1"
"2454","Shared indoor heated rooftop pool","1"
"2455","Authentic Properties body soap","1"
"2456","Induced cooker induction stove","1"
"2457","Jabu00f3n lu00edquido body soap","1"
"2458","lux body soap","1"
"2459","eurogas stainless steel gas stove","1"
"2460","oven stainless steel oven","1"
"2461","Maxima stainless steel gas stove","1"
"2462","Organic neutral body soap","3"
"2463","blendax elidor or pantene (pg or unilever) body soap","1"
"2464","Eletroclux oven","1"
"2465","Eletroclux refrigerator","2"
"2466","HDTV with Amazon Prime Video Chromecast Netflix standard cable","1"
"2467"," c Congelador Separado refrigerator","1"
"2468","Tipo amenities hotel shampoo","1"
"2469","Tipo amenities hotel body soap","1"
"2470","Elu00e9trico pequeno (Forninho) oven","1"
"2471","4 Bocas gas stove","1"
"2472","Fine London Soaps body soap","1"
"2473","38","2"
"2474","Half fridge refrigerator","1"
"2475","variable shampoo","1"
"2476","Mayfair  refrigerator","1"
"2477","Toni  Guy shampoo","1"
"2478","Thank You brand body soap","1"
"2479","Toni  Guy conditioner","1"
"2480","electric oven","2"
"2481","u201cDermezeu201d Moisturising Soap Free Wash body soap","1"
"2482","QV Nourishing conditioner","1"
"2483","Mini Bluetooth sound box Bluetooth sound system","1"
"2484","electric cook top stove","1"
"2485","small bar fridge refrigerator","1"
"2486","Personal  conditioner","1"
"2487","onsul stainless steel gas stove","1"
"2488","Brastemp frost free 440 litros refrigerator","1"
"2489","MABE oven","2"
"2490","lg refrigerator","1"
"2491","51 Surround Sound Bluetooth sound system","1"
"2492","Boom UE Bluetooth sound system","1"
"2493","Paid parking garage on premises u2013 7 per day 1 space","1"
"2494","Wifi u2013 2020 Mbps","2"
"2495","Marselias and Palmolive body soap","1"
"2496","London Fine Soaps body soap","4"
"2497","London Fine Soaps shampoo","4"
"2498","Horno elu00e9ctrico Kitchen Aid stainless steel oven","1"
"2499","Indu00e9sit refrigerator","2"
"2500","BOSE sound system","2"
"2501","Deixamos um minisabonete Calgary de hotelaria para cada hu00f3spede para que tenham uma opu00e7u00e3o na chegada caso nu00e3o estejam trazendo o seu sabonete pessoal  body soap","1"
"2502","SMEG stove","1"
"2503","Shared outdoor olympicsized pool","1"
"2504","Barra de sonido Bose Bluetooth sound system","1"
"2505","HDTV with Netflix Chromecast premium cable standard cable","1"
"2506","Paid parking garage off premises u2013 EUR39 per day","1"
"2507","Franke stainless steel oven","1"
"2508","Franke stainless steel gas stove","1"
"2509","BOSE 700 Bluetooth sound system","1"
"2510","Boom Box Bluetooth sound system","1"
"2511","rosiere stainless steel induction stove","1"
"2512","rosiere stainless steel oven","2"
"2513","Venax oven","1"
"2514","Venax 2 bocas  gas stove","1"
"2515","no name body soap","2"
"2516","no name conditioner","2"
"2517","Teka induction stove","2"
"2518","62","1"
"2519","Nu00e3o u00e9 um fogu00e3o u00e9 um fogareiro elu00e9trico electric stove","1"
"2520","TV with Chromecast Netflix standard cable","1"
"2521","Geral electric stove","1"
"2522","enceinte bluetooth Marshall Bluetooth sound system","1"
"2523","Marshall sound system","1"
"2524","Wifi u2013 600 Mbps","2"
"2525","Loreal shampoo","1"
"2526","posso colcoar fogu00e3o elu00e9trico 2 bocas mediante pedido electric stove","1"
"2527","Thomson refrigerator","2"
"2528","Frigo SMEG  freezer refrigerator","1"
"2529","TV with Netflix premium cable Amazon Prime Video","2"
"2530","Miele stainless steel stove","1"
"2531","ROSIERE oven","1"
"2532","ROSIERE electric stove","1"
"2533","Receiver com caixas embutidas sound system with aux","1"
"2534","Free toiletry samples body soap","1"
"2535","Free toiletry samples shampoo","1"
"2536","Arcelik  refrigerator","1"
"2537","house brand conditioner","1"
"2538","u0e49house brand shampoo","1"
"2539","Regina Spa Therapy  shampoo","3"
"2540","Yves Rocher conditioner","1"
"2541","Aderma body soap","1"
"2542","Schneider oven","1"
"2543"," IKEA  SYMFONISK Table lamp with WiFi speaker (Sonos) sound system","1"
"2544","Realgems  Capim Limu00e3o body soap","3"
"2545","Shampoo e Condicionador 2x1 Realgems  Capim Limu00e3o conditioner","3"
"2546","Shampoo e Condicionador 2x1 Realgems  Capim Limu00e3o shampoo","3"
"2547","Dedicated workspace monitor","1"
"2548","Paid parking lot on premises u2013 AUD30 per day 1 space","1"
"2549","Smeg with ice and water dispenser refrigerator","1"
"2550","Head and Shoulders conditioner","1"
"2551","Bose Lifestyle and Mini Bluetooth sound system","1"
"2552","Paid street parking off premises u2013 EUR35 per day","1"
"2553","02 bocas cforno gas stove","1"
"2554","Stovetop works  Oven does not gas stove","1"
"2555","Refrigerador Consul 300l Frost Free refrigerator","1"
"2556","Oceanic induction stove","1"
"2557","Samsung oven","2"
"2558","2 Burner Hot plate electric stove","1"
"2559","Paid street parking off premises u2013 EUR7 per day","1"
"2560","Paid parking lot on premises u2013 EUR7 per day 10 spaces","1"
"2561","sabonete liquido bu00e1sico  para as mu00e3os e corpo body soap","1"
"2562","Marshall speaker Bluetooth sound system","1"
"2563","siemens stainless steel oven","2"
"2564","rosiu00e8re stainless steel induction stove","1"
"2565","phebo dove body soap","1"
"2566","panasonic sound system","1"
"2567","brastemp oven","1"
"2568","Wifi u2013 267 Mbps","2"
"2569","Fogu00e3o u00e0 gu00e1s de 4 bocas gas stove","1"
"2570","Marshall Stanmore sound system with Bluetooth and aux","1"
"2571","Refrigerador Consul 300l FrostFree refrigerator","1"
"2572","DOVE UNSENTED body soap","1"
"2573","04 bocas cforno gas stove","1"
"2574","Bose  sound system","1"
"2575","FreeSens a french brand made 100 with Marseille Soap  body soap","1"
"2576","TV with Amazon Prime Video Netflix HBO Max","1"
"2577","Members Mark shampoo","1"
"2578","Brandt gas stove","1"
"2579","LOREAL shampoo","1"
"2580","Fogu00e3o a gas de 4 bocas gas stove","1"
"2581","Caixas de som bluetooth embutidas para conexu00e3o pelo celular Bluetooth sound system","1"
"2582","cheapo body soap","1"
"2583","Suave shampoo","1"
"2584","Ivory body soap","1"
"2585","Echo Dot Bluetooth sound system","1"
"2586","Pantene and Head  Shoulders shampoo","1"
"2587","Google Smart Speakers Bluetooth sound system","1"
"2588","Mini Four Moulinex oven","1"
"2589","Bluetooth  TV Bluetooth sound system","1"
"2590","HDTV with Netflix Chromecast premium cable","1"
"2591","Clothing storage walkin closet dresser and closet","2"
"2592","sorbet hand soap body soap","1"
"2593","Eletroclux gas stove","1"
"2594","candy stainless steel oven","1"
"2595","CAMAY PALMOLIVE body soap","1"
"2596","Refrigerador Frost Free Duplex Electrolux refrigerator","1"
"2597","Blomberg stainless steel gas stove","1"
"2598","Dedicated workspace table monitor and office chair","1"
"2599","Paid parking garage off premises u2013 BRL20 per day","1"
"2600","smeg electric stove","1"
"2601","Savon dAlep body soap","1"
"2602","No SLS or Parabens Essential oils from pharmacy body soap","1"
"2603","No nasties  shampoo","1"
"2604","106","1"
"2605","microondas oven","1"
"2606","Frigidaire stainless steel stove","1"
"2607","bertazonni stainless steel gas stove","1"
"2608","bertazonni stainless steel oven","1"
"2609","bertazonni  refrigerator","1"
"2610","irish spring etc body soap","1"
"2611","85","1"
"2612","generico body soap","2"
"2613","Defy undercounter oven","1"
"2614","Pure body soap","1"
"2615","Insedit refrigerator","1"
"2616","Wifi u2013 220 Mbps","1"
"2617","Wifi u2013 87 Mbps","1"
"2618","GRANADO body soap","1"
"2619","miele  oven","1"
"2620","PinoSilvestre body soap","1"
"2621","Dietrich oven","1"
"2622","Natura conditioner","1"
"2623","Samsung  refrigerator","2"
"2624","Nu00e3o u00e9 um fogu00e3o  u00e9 um fogareiro elu00e9trico de 1 boca electric stove","1"
"2625","Dove            Nutritive Secrets shampoo","1"
"2626","Daewoo con congelador y agua purificada refrigerator","1"
"2627","Dove            Nutritive Secrets conditioner","1"
"2628","Electrolux  stainless steel oven","1"
"2629","Electrolux  stainless steel gas stove","1"
"2630","Wifi u2013 112 Mbps","1"
"2631","Clothing storage closet wardrobe walkin closet and dresser","1"
"2632","HDTV with Amazon Prime Video Netflix HBO Max","2"
"2633","firstline oven","1"
"2634","firstline refrigerator","1"
"2635","En question du00e9cologie nous ne mettons pas u00e0 disposition Si vous nous demandez nous vous fournissons shampoo","1"
"2636","En question du00e9cologie nous ne mettons pas u00e0 disposition Si vous nous demandez nous vous fournissons conditioner","1"
"2637","Paid parking lot on premises u2013 MXN28 per day 1 space","1"
"2638","fridgidaire refrigerator","1"
"2639","fridgidare stainless steel gas stove","1"
"2640","IKEA electric stove","1"
"2641","IKEA oven","2"
"2642","TV with Amazon Prime Video Netflix Roku","2"
"2643","Eletrolix inox 2 portas refrigerator","1"
"2644","Elletrolux do fogu00e3o stainless steel oven","1"
"2645","Phillips sound system with Bluetooth and aux","1"
"2646","Bosch Electric Oven stainless steel oven","1"
"2647","Whirlpool for Ikea refrigerator","2"
"2648","Very hot oven","1"
"2649","Very cold refrigerator","1"
"2650","Sunbeam Mini Oven oven","1"
"2651","Wifi u2013 71 Mbps","1"
"2652","Beko gas stove","1"
"2653","Beko oven","1"
"2654","Liebherr  petit congu00e9lateur refrigerator","1"
"2655"," Amenities Realgemu2019s Talentos do Brasil Feita a base de mel a linha respeita a natureza e promove o turismo sustentu00e1vel pois tem formulau00e7u00e3o biodegradu00e1vel frascos reciclu00e1veis e extratos adquiridos de pequenos agricultores brasileiros Alu00e9m dos extratos da agricultura familiar que valorizam e geram renda para os agricultores 5 do valor das vendas dos cosmu00e9ticos u00e9 destinado u00e0 Cooperativa fabricante da matu00e9riaprima Outro diferencial u00e9 que estes cosmu00e9ticos su00e3o os u00fanicos do mercado hoteleiro altamente sustentu00e1veis e homologados pelo Ministu00e9rio do Turismo Ministu00e9rio do Desenvolvimento Agru00e1rio e SEBRAE  body soap","2"
"2656"," Amenities Realgemu2019s Talentos do Brasil Feita a base de mel a linha respeita a natureza e promove o turismo sustentu00e1vel pois tem formulau00e7u00e3o biodegradu00e1vel frascos reciclu00e1veis e extratos adquiridos de pequenos agricultores brasileiros Alu00e9m dos extratos da agricultura familiar que valorizam e geram renda para os agricultores 5 do valor das vendas dos cosmu00e9ticos u00e9 destinado u00e0 Cooperativa fabricante da matu00e9riaprima Outro diferencial u00e9 que estes cosmu00e9ticos su00e3o os u00fanicos do mercado hoteleiro altamente sustentu00e1veis e homologados pelo Ministu00e9rio do Turismo Ministu00e9rio do Desenvolvimento Agru00e1rio e SEBRAE  shampoo","2"
"2657","frigobar refrigerator","1"
"2658"," Amenities Realgemu2019s Talentos do Brasil Feita a base de mel a linha respeita a natureza e promove o turismo sustentu00e1vel pois tem formulau00e7u00e3o biodegradu00e1vel frascos reciclu00e1veis e extratos adquiridos de pequenos agricultores brasileiros Alu00e9m dos extratos da agricultura familiar que valorizam e geram renda para os agricultores 5 do valor das vendas dos cosmu00e9ticos u00e9 destinado u00e0 Cooperativa fabricante da matu00e9riaprima Outro diferencial u00e9 que estes cosmu00e9ticos su00e3o os u00fanicos do mercado hoteleiro altamente sustentu00e1veis e homologados pelo Ministu00e9rio do Turismo Ministu00e9rio do Desenvolvimento Agru00e1rio e SEBRAE  conditioner","2"
"2659","Lampada Speaker Bluetooth sound system","1"
"2660","Lavanda body soap","1"
"2661","Induu00e7u00e3o da Eletrolux e um outro eletrico induction stove","1"
"2662","Le Petit Marseillais shampoo","2"
"2663","Thomson sound system with Bluetooth and aux","2"
"2664","DOVE Nutritive Secrets shampoo","1"
"2665","DOVE Nutritive Secrets Acondicionador conditioner","1"
"2666","Glass top hob electric stove","1"
"2667","Loreal  conditioner","1"
"2668","Le petit Marseillais body soap","2"
"2669","protex body soap","1"
"2670","granado conditioner","1"
"2671","granado shampoo","1"
"2672","ORGANICO conditioner","1"
"2673","Consul 280 L refrigerator","1"
"2674","Esmaltec 4 Bocas gas stove","1"
"2675","mabe stainless steel gas stove","1"
"2676","101","2"
"2677","Bluetooth speaker via device Bluetooth sound system","1"
"2678","Siemens combi ru00e9frigu00e9rateur  4 freezer refrigerator","1"
"2679","Electrolux induction stove","1"
"2680","Sonos Wireless Speakers Bluetooth sound system","1"
"2681","LG CM3430W CD Micro Audio Player with builtin WiFi  Subwoofer Bluetooth Airplay and USB sound system with Bluetooth and aux","1"
"2682","Oster stainless steel oven","1"
"2683","sachu00eas shampoo","1"
"2684","sachu00eas body soap","1"
"2685","Cooktop 2 queimadores sem forno stainless steel gas stove","1"
"2686","Mini toaster oven with two electric plates on top  electric stove","1"
"2687","Consul Duplex Frost Free refrigerator","1"
"2688","Cooktop 4 bocas Brastemp gas stove","1"
"2689","forninho Elu00e9trco Milano stainless steel oven","1"
"2690","Wifi u2013 21 Mbps","1"
"2691","rosa body soap","1"
"2692","teka stainless steel electric stove","1"
"2693","teka stainless steel oven","1"
"2694","Bosch (fridge freezer) refrigerator","1"
"2695","Defy (Electric) stainless steel oven","1"
"2696","Supermarket brand shampoo shampoo","1"
"2697","Brastemp  stainless steel gas stove","1"
"2698","Raurk  Cambridge Audio sound system with Bluetooth and aux","1"
"2699","Natura TodoDia shampoo","1"
"2700","Natura TodoDia conditioner","1"
"2701","Natura TodoDia body soap","1"
"2702","eletrico de 2 bocas electric stove","1"
"2703","Clothing storage dresser wardrobe closet and walkin closet","1"
"2704","Free parking garage on premises u2013 5 spaces","1"
"2705","Paid street parking off premises u2013 BRL70 per day","1"
"2706","Geladeira Consul refrigerator","1"
"2707","2 fours Microonde et chaleur tournante stainless steel oven","1"
"2708","Harman Kardon sound system with Bluetooth and aux","1"
"2709","Siemens stainless steel gas stove","1"
"2710","Wirlpool stainless steel gas stove","1"
"2711","Wirpool stainless steel oven","1"
"2712","Clothing storage walkin closet dresser and wardrobe","1"
"2713","Organic conditioner","1"
"2714","Indesit refrigerator","2"
"2715","NA body soap","1"
"2716","NA conditioner","1"
"2717","westinghouse refrigerator","1"
"2718","u00c7etintau015f stainless steel oven","1"
"2719","Dedicated workspace desk office chair monitor and table","1"
"2720","ikea refrigerator","1"
"2721","ikea stainless steel oven","1"
"2722","HDTV with HBO Max premium cable","1"
"2723","Central conditioner","1"
"2724","Dial body soap","1"
"2725","supplied on arrival only shampoo","1"
"2726","Supplied on arrival only body soap","1"
"2727","Heisens refrigerator","1"
"2728","Harman Kardon Bluetooth sound system","1"
"2729","Axe body soap","1"
"2730","Clothing storage walkin closet closet wardrobe and dresser","1"
"2731","dove  body soap","1"
"2732","Centrex refrigerator","1"
"2733","Paid parking lot on premises u2013 3 per day 1 space","1"
"2734","Fisher  Paykel stainless steel gas stove","3"
"2735","Haier 220l refrigerator","1"
"2736","Castille Soap body soap","1"
"2737","Dedicated workspace monitor desk and office chair","2"
"2738"," Electrolux stainless steel gas stove","1"
"2739"," Electrolux refrigerator","1"
"2740"," Electrolux stainless steel oven","1"
"2741","Com congelador u00e0 parte refrigerator","1"
"2742","Glass Stove Top (Touch control) electric stove","1"
"2743","Yamaha sound system","1"
"2744","Portable hotplate electric stove","1"
"2745","Bar fridge only refrigerator","1"
"2746","Haier 222l refrigerator","1"
"2747","Paid parking garage on premises u2013 AUD10 per day 1 space","1"
"2748","Continental stainless steel oven","1"
"2749","VIzio sound system with Bluetooth and aux","1"
"2750","Tivoli Audio Bluetooth sound system","1"
"2751","French Door Full Sized Fridge refrigerator","1"
"2752","Integrated refrigerator","1"
"2753","GE Frost Free refrigerator","1"
"2754","Folicure shampoo","1"
"2755","Soapbox conditioner","1"
"2756","Soapbox body soap","1"
"2757","TV Samsung sound system with Bluetooth and aux","1"
"2758","Dove con aceite de coco y cu00farcuma conditioner","1"
"2759","Dove con Aceite de Coco y Cu00farcuma shampoo","1"
"2760","130","1"
"2761","BRASTEMP gas stove","1"
"2762","INVERSE BRASTEMP refrigerator","1"
"2763","cortana Bluetooth sound system","1"
"2764","Bioblas Botanic Oils shampoo","1"
"2765","Bioblas Botanic Oils conditioner","1"
"2766","Paid parking off premises u2013 100 per day","1"
"2767","kenwood sound system","1"
"2768","Technika single burner electric stove","1"
"2769","Westinghouse FTXM46 stainless steel oven","1"
"2770","Geneva Lab Model S sound system with aux","1"
"2771","thankyou","1"
"2772","Turmix induction stove","1"
